,chart
951,Ram Tej: Today full pack classes
952,Ram Tej: media
953,Ram Tej: One more class and I am done
954,pooja07: heartshylove
955,pooja07: I love you
956,"pooja07: Omg omg omg! My ram is back, I'm so happy, ok sorry for texting u so much, I'm just so happy"
957,pooja07: Ok 6 let's play.
958,Ram Tej: Ok my classes are done
959,Ram Tej: Yahooooo
960,Ram Tej: kiss
961,Ram Tej: heart
962,Ram Tej: love
963,Ram Tej: Boooo
964,Ram Tej: It is 6 where are u
965,Ram Tej: Hello
966,Ram Tej: Ok
967,Ram Tej: U commingled or
968,Ram Tej: Should I sleep
969,pooja07: Booooooo
970,Ram Tej: What go
971,Ram Tej: I am sleeping
972,Ram Tej: Bye
973,pooja07: silentsilentsilent
974,Ram Tej: What
975,Ram Tej: Hello
976,Ram Tej: What are u doing
977,pooja07: Hi
978,pooja07: Tomorrow I have e two interviews
979,pooja07: I was preparing
980,pooja07: But I love you
981,Ram Tej: Ok
982,Ram Tej: Preapere
983,Ram Tej: Preapere
984,pooja07: No no
985,pooja07: U talk
986,pooja07: Hi
987,pooja07: Why didn't u send this
988,pooja07: media
989,Ram Tej: Because my face looks bad
990,pooja07: Nooo
991,Ram Tej: Then
992,pooja07: U never looked bad
993,pooja07: annoyed
994,Ram Tej: It looks bad
995,Ram Tej: Boooo
996,pooja07: heartshyni
997,pooja07: No
998,Ram Tej: Booooooo
999,Ram Tej: Boooooo
1000,Ram Tej: Boooooo
1001,pooja07: Jakka
1002,pooja07: Missed voice call
1003,pooja07: Call me.
1004,Ram Tej: I will call wait
1005,pooja07: Ok
1006,Ram Tej: I eat and I am here
1007,Ram Tej: Bo
1008,Ram Tej: Did u eat to
1009,pooja07: Yeah
1010,pooja07: U?
1011,Ram Tej: Ya bo
1012,Ram Tej: Let's play pubg
1013,Ram Tej: Bo
1014,pooja07: Hmm
1015,pooja07: Ok
1016,Ram Tej: Ok come fast then
1017,Ram Tej: I am waiting for u
1018,Ram Tej: Where are u
1019,Ram Tej: I am in pubg
1020,pooja07: Ok
1021,pooja07: I'm coming
1022,Ram Tej: Ok
1023,pooja07: Jakka
1024,pooja07: I just came
1025,pooja07: And u went inside a game
1026,pooja07: Baby booo
1027,pooja07: Lol
1028,"pooja07: Ok, u carry on, call me when ur done"
1029,Ram Tej: Come come I am out I was playing alone only I am out let's play my baby wants to play
1030," pooja07: Ram, I'll go sleep, I need to wake up early, wish me luck, good night loveloveheart"
1031, pooja07: Missed voice call
1032, Ram Tej: Booooo
1033, Ram Tej: Sorry
1034, Ram Tej: I am here
1035, Ram Tej: I was playing takken
1036, Ram Tej: Boooo
1037, Ram Tej: kiss
1038,pooja07: Good morning
1039,Ram Tej: Noooooo back home bo
1040,pooja07: Hi
1041,Ram Tej: https://youtu.be/ca-C3voZwpM
1042,Ram Tej: Boo
1043,Ram Tej: What are u doing
1044,Ram Tej: Where are u
1045,pooja07: Why do u care?
1046,Ram Tej: Because I love u
1047,Ram Tej: Boooo
1048,Ram Tej: What happened
1049,pooja07: Ok
1050,Ram Tej: Why so rude a
1051,Ram Tej: What okk
1052,Ram Tej: Where are u boooo
1053,pooja07: Entire day u didn't textcry
1054,pooja07: I'm at home
1055,Ram Tej: I did text
1056,pooja07: Came at q
1057,Ram Tej: Where did you go
1058,pooja07: Interview
1059,Ram Tej: How was it
1060,pooja07: Why r u asking
1061,pooja07: U didn't even know where I went
1062,pooja07: I told u I have two interviews
1063,Ram Tej: Tell I will know
1064,Ram Tej: U preapered last night
1065,Ram Tej: Na
1066,pooja07: Go
1067,pooja07: I wanted to talk a lot to u
1068,pooja07: But u just started behaving normally
1069,Ram Tej: Ya I am still normal booooo
1070,pooja07: I know
1071,Ram Tej: I will eat and come quick bo
1072,pooja07: Ok go
1073,pooja07: Why do u even wanna talk
1074,pooja07: I was surprised that u r texting me backlolok I love you
1075,pooja07: Good night
1076, pooja07: Why aren't you calling or talking to me
1077, pooja07: Missed voice call
1078, pooja07: annoyedare u doing it again? Ram don't do this
1079, pooja07: Missed voice call
1080, pooja07: Keep avoiding me
1081, pooja07: Stop repeating  your  mistakes.
1082,pooja07: Missed voice call
1083,Ram Tej: Booooo
1084,Ram Tej: I am here
1085,Ram Tej: I will call u later
1086,Ram Tej: kiss
1087,Ram Tej: I love you
1088,pooja07: whatI know u won't
1089,pooja07: Leave
1090,pooja07: Missed voice call
1091, pooja07: Where r u?
1092, pooja07: Atleast text
1093, pooja07: Missed voice call
1094, pooja07: Hello
1095, pooja07: https://youtu.be/Hr0Wv5DJhuk
1096,
1097,"it's meaning when ur free, not for me, I can't talk to you when u don't wanna hear, it's all in this song."
1098,pooja07: So you won't even reply
1099,pooja07: Even if you come online
1100,"pooja07: What do I look like to you ram, I'm sick and tired of you al ways ignoring I'm really feeling bad you are hurting me just by ignoring me, I'm done."
1101,"pooja07: You don't care if we talk or not, if I leave or stay, don't tell me you love me, cause ppl won't treat someone like garbage of they love them, I never gave up on you, but I can't keep losing my self respect just cause ur acting like an ass, you wanna have fun, u have fun don't drag n dump my life , I know u won't read big messages but I'm done!"
1102,Ram Tej: I am in clg
1103,Ram Tej: Making my GMT
1104,Ram Tej: Report
1105,Ram Tej: And I am just done with environmental exam
1106,Ram Tej: Nice it was
1107,Ram Tej: Rey
1108,Ram Tej: I will read and I am replying
1109,Ram Tej: I love you
1110,Ram Tej: And I am enjoying and doing work
1111, pooja07: Missed voice call
1112,pooja07: So u won't talk to me? U don't feel like calling me?
1113,pooja07: Missed voice call
1114,"pooja07: I feel bad for myself now jakka, leave, I need a break. I thought we can sort this out, but we can't when u won't talk to me, bye."
1115,Ram Tej: Rey
1116,Ram Tej: I am here
1117,pooja07: U still won't reply?
1118,Ram Tej: I am gere
1119,Ram Tej: I am replying
1120,pooja07: No
1121,pooja07: Here were u
1122,Ram Tej: I texted unblocked men
1123,Ram Tej: Me
1124,Ram Tej: Bo
1125,pooja07: U didn't call.or text me
1126,pooja07: Just answer what u were doing
1127,pooja07: I'll unblock
1128,pooja07: I.wont even ask u anything else
1129,Ram Tej: Nothing
1130,Ram Tej: Full chill seeans
1131,Ram Tej: now all done
1132,"pooja07: For the past three days, when u didn't call"
1133,Ram Tej: I know
1134,pooja07: Wtf were u doing
1135,Ram Tej: Just know I was thinking of it
1136,Ram Tej: Where are u
1137,Ram Tej: CLG
1138,Ram Tej: Or home
1139,Ram Tej: Baby
1140,Ram Tej: heart
1141,pooja07: No
1142,pooja07: Don't baby me
1143,pooja07: What do u think of urself
1144,Ram Tej: I miss baby
1145,Ram Tej: Chill boy
1146,pooja07: And u expect me to not be angry?
1147,Ram Tej: Ya
1148,pooja07: I can't chill
1149,Ram Tej: Don't get mad
1150,pooja07: Why shouldn't i
1151,Ram Tej: sadsad
1152,pooja07: What do u mean by chilling scenes
1153,Ram Tej: Because I love you
1154,pooja07: Don't u think I need to get some sort of respec
1155,pooja07: *respect
1156,Ram Tej: Like sitting in washroom and smoking booooo
1157,Ram Tej: U are getting
1158,pooja07: Don't u think u should have at least let me know
1159,pooja07: Answer
1160,pooja07: Is this the way u treat the women you love?
1161,pooja07: Don't ignore me now
1162,Ram Tej: Rey
1163,pooja07: Atleast answer now
1164,pooja07: What rey
1165,Ram Tej: I am not ignoring
1166,Ram Tej: I just don't want to answrr
1167,Ram Tej: I was just smoking and chilling
1168,"pooja07: Don't u fucking irritate me ram, u think this is fucking irritating"
1169,Ram Tej: Doing nothing
1170,pooja07: U smoke fuck and chill
1171,pooja07: Don't do shit leave me alone
1172,pooja07: I'm sick and tired of you and your mother fucking attitude
1173,Ram Tej: Rey
1174,Ram Tej: Ok
1175,pooja07: U can shove it up your ass and stay the fuck away from me
1176,Ram Tej: Where are u
1177,pooja07: I'm in ktr
1178,pooja07: Why do u care
1179,pooja07: I ain't fucking no guy or smoking like a piece of shit in a fucking washroom
1180,"pooja07: U fucking ignore me all you want, the chances u gave you r so fucking done, u never pick, I didn't say anything ,u don't text me back, I still didn't say, then I said just fucking answer what the fuck u were doing"
1181,pooja07: And u say ur not in the fucking mood to reply
1182,pooja07: What the fuck pice of shit! Stop playing with my life.
1183,Ram Tej: Ok
1184,Ram Tej: U do
1185,Ram Tej: What is meant to be done
1186,Ram Tej: Like your placement and all
1187,Ram Tej: I am already finding a way
1188,Ram Tej: Don't scold me
1189,pooja07: Finding a way for what
1190,pooja07: I will scold u
1191,pooja07: I have the fucking right
1192,pooja07: But I guess not anymore
1193,Ram Tej: To get out of this nadha
1194,pooja07: Nadha?
1195,Ram Tej: Nasha means high
1196,pooja07: lol
1197,pooja07: U?
1198,pooja07: Getting out
1199,Ram Tej: Ya
1200,Ram Tej: Me only
1201,pooja07: U can't even get your dick outta a fucking toilet
1202,pooja07: U can't get outta this shit
1203,pooja07: Ur deep in it
1204,pooja07: Ur lost me
1205,pooja07: *u
1206,pooja07: Ur losing yourself
1207,pooja07: Do what ever fuck u want
1208,"pooja07: It's too late. I fucking changed my mind, I was always there for you"
1209,pooja07: I always was by your side no matter what
1210,"pooja07: But if your gonna treat me this way, there is nothing I can do , all I can do is leave!"
1211,"pooja07: I told u u do whatever u want, just pick the god damn call or text me that ur okay"
1212,pooja07: I stopped calling
1213,pooja07: Or texting
1214,Ram Tej: Results
1215,Ram Tej: Rey
1216,"pooja07: Just wanted to know if ur fine, cause that's only left of our fucking relationship"
1217,pooja07: I don't want to talk
1218,pooja07: What r u gonna do
1219,pooja07: After two fucking days?
1220,pooja07: Missed voice call
1221,pooja07: We r fighting and I'm breaking up and u wanna talk to someone else
1222,Ram Tej: media
1223,pooja07: Pick
1224,pooja07: Why aren't u picking
1225,pooja07: This is your fucking final chance to patch up
1226,pooja07: Pick the god damn call
1227,pooja07: U wanna break up.
1228,pooja07: ?
1229,pooja07: I'll gladly do that
1230,Ram Tej: Not going to pick
1231,pooja07: Ok tell me
1232,pooja07: Missed voice call
1233,Ram Tej: U want to brake up
1234,pooja07: Yeah
1235,Ram Tej: No
1236,Ram Tej: I won't pick then
1237,pooja07: U think I can deal with all this
1238,pooja07: Don't pick
1239,pooja07: Much better
1240,pooja07: Good bye.
1241,pooja07: I'm done with u and your psycho activities
1242,pooja07: Missed voice call
1243,pooja07: Don't pick u just missed the chance of making things right I tried to patch up till the last fucking moment giving in all my fucking self respect oh wait I forgot u don't know the meaning of self respect
1244,pooja07: Just because u say I love you and nothing else doesn't mean it will make things right u treated me like shit
1245,pooja07: WHAT DO YOU FUCKING WANT FROM ME
1246,"pooja07: That's it right, u won't reply."
1247,pooja07: This is what I get for caring and loving an asshole.
1248,pooja07: I should have known
1249,"pooja07: If u still think I'm in love with you, ur damn right I am, but I'm done cause I deserve the love u sued to give me, not this. Bye."
1250,Ram Tej: Thanks for telling me u love me
1251,Ram Tej: That sounds enough for me to surgive
1252,pooja07: I still tried.
1253,pooja07: Missed voice call
1254,pooja07: So u won't talk?
1255,pooja07: Are we in a relationship or not
1256,pooja07: Missed voice call
1257, pooja07: Answer me got damn it
1258, pooja07: *god
1259, pooja07: Are u waiting for some other girl to reply?
1260, pooja07: Ram answer me
1261, pooja07: Wtf?!
1262, pooja07: Are we in a relationship or not?! Or u want to discuss with your frnds and the girl over there?
1263, pooja07: Missed voice call
1264, pooja07: PICK THE GOD DAMN CALL
1265, pooja07: I need to know if ur waiting for someone else's rpely and keeping me.in hold!? How cheap is that?
1266, pooja07: Missed voice call
1267," pooja07: Ram u need to answer me tonight, u need fucking pick my calls and let me know wtf is going on between us!"
1268, pooja07: I NEED TO FUCKING KNOW GOD DAMN IT YOUR MAKING ME LOSE MY SHIT
1269, pooja07: Missed voice call
1270," pooja07: JAKKA RAM TEJ EVEN IF YOU R HIGH I NEED TO KNOW WHAT IS GOING ON BETWEEN US, DO U EVEN WANT THIS?"
1271," pooja07: Please call me, I need to know"
1272, pooja07: Missed voice call
1273, pooja07: Pick the fucking call
1274," pooja07: We need to have this talk, cause I don't know what we r doing, I'll kill myself it's irritating"
1275, pooja07: Missed voice call
1276, pooja07: Missed voice call
1277, pooja07: Missed voice call
1278, pooja07: I need to talk to you
1279," pooja07: Please ram, please. I'm literally begging right now."
1280, pooja07: Missed voice call
1281," pooja07: Something bad happened I need you right now, n I need to know of we r still together."
1282, pooja07: Missed voice call
1283," pooja07: I'm not able to sleep, I seriously need you right now, help me for old times sake"
1284, pooja07: Missed voice call
1285, pooja07: Missed voice call
1286, pooja07: I know your there please stop avoiding me and cutting my calls please
1287, pooja07: I really need.to talk to you
1288, pooja07: Please
1289, pooja07: I'm begging u.
1290, pooja07: Please
1291, pooja07: Is.this how ur gonna break.up.eith me? Have we even broken up? Can u at least let me know?!
1292, pooja07: media
1293," pooja07: Just pick the call.once, and I'll ebevr disturb you ever"
1294," pooja07: Please, I'm waiting I can't sleep, baby I need you can u not be a dick?"
1295, pooja07: Ur blue ticking me nicely I need to talk to.you
1296, pooja07: Please
1297, pooja07: Missed voice call
1298, pooja07: R we still in a relationship or not?
1299, pooja07: Please ram? Please?????
1300," pooja07: I needed you, atlwars this time cause I thought you would support me, now ur gonna portray me infront of all your frnds like I am a psycho, but I love you, I can't bear this, please stop ignoring me what wrong did I do? R we in a relationship or not?! That's all I asked and u didn't answer? What does that mean? The love for has gone ram? U don't want me anymore?"
1301, Ram Tej: I need some time
1302, Ram Tej: And I will talk to you
1303, Ram Tej: Sorry
1304, pooja07: For what
1305, pooja07: Tell me.one thing
1306, pooja07: R we in a relationship or not?
1307, pooja07: I'll.levae.
1308, pooja07: *leave
1309, pooja07: Tell that much
1310, Ram Tej: We
1311, pooja07: It's enough
1312, Ram Tej: Are I love u so much
1313, Ram Tej: heartkiss
1314, pooja07: Why r u avoiding me?
1315, pooja07: Ram u r hurting me
1316, Ram Tej: Don't call so many times
1317, Ram Tej: I will only call
1318, pooja07: But no.matter what I'm.not able to leave you
1319, Ram Tej: Plez
1320, pooja07: Why?
1321, pooja07: I just wanted to talk to u.
1322, Ram Tej: I will talk
1323, pooja07: Can u text for a while?
1324, Ram Tej: U sleep peacfully
1325, Ram Tej: I am fine
1326, pooja07: Tell me why ur avoiding me.
1327, Ram Tej: I love you and I will only be with us for evrr
1328, pooja07: I know ur having fun with our frnds
1329, pooja07: I know u need time to be with them
1330, pooja07: But why do u need to avoid me so much?
1331, pooja07: I'm already far away
1332, pooja07: Wow. Cool
1333," pooja07: So this is how ur gonna treat me? Just for the sake of getting high? I thought we were gonna be together forever ,I guess it's not going to happen, I tried a lot ram, I really did, I'm sorry, I have to leave you. Good bye."
1334,Ram Tej: Rey
1335,Ram Tej: So much happened
1336,Ram Tej: Boo
1337,pooja07: media
1338,Ram Tej: Good. Morning baby
1339,Ram Tej: No
1340,pooja07: Hi
1341,Ram Tej: Bo so much shit happened  I will call u and tell ok
1342,pooja07: silent
1343,pooja07: Ok
1344,"pooja07: Hi, what happened?"
1345,"pooja07: I'm sick, I got fever.cry"
1346,Ram Tej: Don't tell it to any one
1347,Ram Tej: Or don't freek out
1348,Ram Tej: Ok
1349,pooja07: What happene
1350,Ram Tej: I got suspended today
1351,pooja07: *happened?
1352,Ram Tej: And I am in my friends room
1353,pooja07: Ok
1354,Ram Tej: I will tell u every thing
1355,pooja07: Why?
1356,Ram Tej: Give me some time
1357,pooja07: lollollol
1358,pooja07: Lol
1359,Ram Tej: T.care of your health
1360,pooja07: U got suspended
1361,Ram Tej: Ya
1362,Ram Tej: For the first time
1363,"pooja07: It's ok, happens in collegelol"
1364,Ram Tej: Rey
1365,Ram Tej: No
1366,pooja07: Coollol
1367,Ram Tej: I will call u sleep
1368,Ram Tej: If you feel sleepy
1369,pooja07: Why did u get suspended baby?
1370,pooja07: lollollol
1371,Ram Tej: I love you
1372,Ram Tej: I love you so much
1373,pooja07: Nah
1374,pooja07: I wanna know storylollollol
1375,pooja07: Tell n golol
1376,pooja07: Don't keep me in suspenselol
1377,Ram Tej: Ya I will tell
1378,Ram Tej: Don't worry
1379,Ram Tej: U so happy
1380,Ram Tej: .?
1381,Ram Tej: Don't tell any one ok
1382,Ram Tej: Plez
1383,pooja07: Please pleaselolmake my day
1384,pooja07: I was bored till nowlol
1385,pooja07: U spiced up things for me boo
1386,pooja07: No no
1387,pooja07: It's funny
1388,pooja07: My boo got suspended and all
1389,pooja07: All grown uplol
1390,pooja07: Ok I won't tell
1391,pooja07: U tell
1392,Ram Tej: Rey
1393,Ram Tej: Rey
1394,pooja07: It's funny cause I thought u were the studious good boy typesloland ur going all roguelol
1395,pooja07: Cute.
1396,Ram Tej: T. Care of your health
1397,pooja07: heartheartheartok tell fast
1398,pooja07: I'll take care of me
1399,pooja07: I just finished coding.
1400,pooja07: U tell and golol
1401,pooja07: Rey Rey!! Jakka jakka tell and go daalolI wanna know
1402, pooja07: silentsilentsilentsilent
1403, Ram Tej: Rey
1404, Ram Tej: So much shit
1405, Ram Tej: I hate it
1406, Ram Tej: I did not eat any thing now I will eat
1407, Ram Tej: In some time
1408, pooja07: silent
1409, pooja07: Boooo
1410, pooja07: Suspense not necessary tell off
1411," pooja07: I'm there.for u, I won't freak out and I won't judge"
1412, pooja07: I promise
1413, pooja07: Can I call you?
1414, Ram Tej: Last me arindhum Deepanshu kshitag and Haryana all of us was caught with bhong last night
1415, Ram Tej: And today they show it to dissplain committee
1416, Ram Tej: And they suspended us till Monday
1417, pooja07: Jakka tell na
1418, pooja07: Fuck
1419, pooja07: Ok call me when your done
1420," pooja07: Jakka, I don't want to irritate you and I don't expect.you to listen to me, stop hanging out too often with those ppl, trust me on this, be with them but not always, ur ruining your life, they r not but it's you. I don't want to give a lecture like a mom but as person who cares for you, just take my word on this issue."
1421,Ram Tej: Hi
1422,Ram Tej: Good morning
1423,pooja07: Pick
1424,"Ram Tej: Tomorrow is a holiday, I'm super sick I'm sorry, u fucked up your life, u weren't there so, ok, good night I'll talk to you tomorrow."
1425,Ram Tej: Now fine
1426,"pooja07: Hello, pick"
1427,pooja07: How long are u going to ignore me?
1428,pooja07: Pick the god damn call
1429,pooja07: Ur net is really bad.
1430,pooja07: Missed voice call
1431,pooja07: Hello?
1432,Ram Tej: Tell
1433,pooja07: silent
1434,pooja07: Nothing.
1435,pooja07: Ei mr.onlineannoyed
1436,Ram Tej: Ya
1437,Ram Tej: We are talking about what to do
1438,pooja07: Hi.
1439,pooja07: Missed voice call
1440,pooja07: Sorry. Just missed you.
1441, Ram Tej: Rey
1442, Ram Tej: After we getting caught
1443, Ram Tej: They searched the whole hostel
1444, Ram Tej: And
1445, Ram Tej: Every one got fucked bro
